Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201711904,05-03-17,09:59,34850,Compliance,0.81,0.91,,<1,<1
201711905,05-03-17,12:23,35150,Compliance,0.98,0.88,,<1,<1
201711906,05-03-17,10:56,36350,Compliance,0.63,0.96,,<1,<1
201711907,05-03-17,11:58,37300,Operational,0.89,0.98,,<1,<1
201711908,05-03-17,12:22,3SC26,Operational,0.68,0.98,,<1,<1
201711909,05-03-17,08:20,40200,Operational,0.98,1.03,,<1,<1
201711910,05-03-17,12:00,40650,Compliance,0.86,0.90,,<1,<1
201711911,05-03-17,11:15,41300,Operational,0.68,1.10,,<1,<1
201711912,05-03-17,13:01,41450,Compliance,0.23,0.78,,<1,<1
201711913,05-03-17,10:34,42750,Compliance,0.36,0.81,,<1,<1
201711914,05-03-17,11:21,44250,Compliance,0.38,0.94,,<1,<1
201711915,05-03-17,08:22,46950,Compliance,0.57,0.86,,<1,<1
201711916,05-03-17,09:05,48600,Operational,0.61,1.05,,<1,<1
201711917,05-03-17,11:25,50200,Operational,0.70,1.00,,<1,<1
201711918,05-03-17,11:49,50300,Operational,0.87,0.87,,<1,<1
201711919,05-03-17,10:52,51850,Compliance,0.57,0.92,,<1,<1
201711920,05-03-17,09:50,55450,Compliance,0.59,0.89,,<1,<1
201711921,05-03-17,10:17,57200,Operational,0.69,1.03,,<1,<1
201711923,05-03-17,10:06,78350,Compliance,0.54,0.98,,<1,<1
201711924,05-03-17,09:38,79150,Compliance,0.33,0.90,,<1,<1
201711980,05-03-17,09:03,58950,Compliance,0.82,1.09,,<1,<1
201714869,06-03-17,11:40,1S07,Operational,0.74,0.84,,<1,<1
201714870,06-03-17,09:09,1S03,Operational,0.83,0.73,0.66,<1,<1
201714871,06-03-17,10:43,1S03A,Operational,0.91,0.86,0.65,<1,<1
201714872,06-03-17,10:19,1S03B,Operational,0.81,0.78,0.66,<1,<1
201714873,06-03-17,09:44,1SCL1,Operational,0.76,0.77,0.66,<1,<1
201714874,06-03-17,09:38,1SCH3,Operational,0.74,0.90,0.66,<1,<1
201714875,06-03-17,08:11,14650,Compliance,0.69,0.61,,<1,<1
201714876,06-03-17,08:33,15150,Compliance,0.70,0.72,,<1,<1
201714877,06-03-17,07:12,17250,Compliance,0.69,0.80,,<1,<1
201714878,06-03-17,07:38,18650,Compliance,0.41,0.69,,<1,<1
201714879,06-03-17,09:08,20850,Compliance,0.52,0.86,,<1,<1
201714880,06-03-17,08:21,20900,Operational,0.85,0.73,,<1,<1
201714881,06-03-17,07:17,22850,Compliance,0.52,0.78,,<1,<1
201714882,06-03-17,07:47,23450,Compliance,0.47,0.69,,<1,<1
201714883,06-03-17,08:32,23950,Compliance,0.40,0.80,,<1,<1
201714884,06-03-17,08:09,24250,Compliance,0.68,0.72,,<1,<1
201714885,06-03-17,07:24,24350,Compliance,0.51,0.65,,<1,<1
201714886,06-03-17,08:45,27000,Operational,0.60,0.80,,<1,<1
201714887,06-03-17,08:03,31750,Compliance,0.24,0.67,,<1,<1
201714888,06-03-17,07:23,31850,Compliance,0.29,0.66,,<1,<1
201714889,06-03-17,10:31,33450,Compliance,0.59,0.83,,<1,<1
201714890,06-03-17,09:53,33950,Compliance,0.47,0.78,,<1,<1
201714891,06-03-17,09:26,38250,Compliance,0.46,0.74,,<1,<1
201714892,06-03-17,08:38,39650,Compliance,0.44,0.70,,<1,<1
201714893,06-03-17,11:08,3SC26,Operational,0.68,0.84,,<1,<1
201714894,06-03-17,10:30,40200,Operational,0.73,0.88,,<1,<1
201714895,06-03-17,08:11,43250,Compliance,0.35,0.76,,<1,<1
201714896,06-03-17,09:56,44350,Compliance,0.27,0.81,,<1,<1
201714897,06-03-17,09:13,45250,Compliance,0.31,0.68,,<1,<1
201714898,06-03-17,07:28,46850,Compliance,0.58,0.72,,<1,<1
201714899,06-03-17,09:31,50250,Compliance,0.64,0.72,,<1,<1
201714900,06-03-17,09:09,50300,Operational,0.80,0.72,,<1,<1
201714901,06-03-17,10:25,52050,Compliance,0.44,0.71,,<1,<1
201714902,06-03-17,11:15,58650,Compliance,0.25,0.66,,<1,<1
201714903,06-03-17,10:24,76550,Compliance,0.38,0.88,,<1,<1
201714904,06-03-17,10:59,77650,Compliance,0.34,0.73,,<1,<1
201714905,06-03-17,09:59,79450,Compliance,0.04,0.73,,<1,<1
201718341,07-03-17,08:54,1S07,Operational,0.67,0.88,,<1,<1
201718342,07-03-17,10:58,1S03,Operational,0.66,0.70,0.68,<1,<1
201718343,07-03-17,10:44,1S03A,Operational,0.82,0.88,0.68,<1,<1
201718344,07-03-17,11:30,1S03B,Operational,0.72,0.73,0.68,<1,<1
201718345,07-03-17,11:30,1SCL1,Operational,0.61,0.85,0.68,<1,<1
201718346,07-03-17,11:21,1SCH3,Operational,0.62,0.75,0.68,<1,<1
201718347,07-03-17,10:25,11150,Compliance,0.49,0.79,,<1,<1
201718348,07-03-17,10:05,11450,Compliance,0.87,0.88,,<1,<1
201718349,07-03-17,09:32,12550,Compliance,0.97,0.74,,<1,<1
201718350,07-03-17,08:16,14950,Compliance,0.36,0.65,,<1,<1
201718351,07-03-17,08:57,18800,Operational,0.54,0.66,,<1,<1
201718352,07-03-17,11:32,20350,Compliance,0.39,0.72,,<1,<1
201718353,07-03-17,11:02,20900,Operational,0.44,0.67,,<1,<1
201718354,07-03-17,09:25,22350,Compliance,0.34,0.59,,<1,<1
201718355,07-03-17,11:48,25050,Compliance,0.23,0.68,,<1,<1
201718356,07-03-17,12:15,25450,Compliance,0.35,0.69,,<1,<1
201718357,07-03-17,11:10,25900,Operational,0.20,0.66,,<1,<1
201718358,07-03-17,12:07,26300,Operational,0.36,0.83,,<1,<1
201718359,07-03-17,10:01,27000,Operational,0.63,0.78,,<1,<1
201718360,07-03-17,10:22,28450,Compliance,0.33,0.66,,<1,<1
201718361,07-03-17,09:59,28550,Compliance,0.37,0.69,,<1,<1
201718362,07-03-17,08:43,30450,Compliance,0.20,0.59,,<1,<1
201718363,07-03-17,10:19,31850,Compliance,0.45,0.68,,<1,<1
201718364,07-03-17,12:19,32750,Compliance,0.43,0.71,,<1,<1
201718365,07-03-17,09:53,33150,Compliance,0.48,0.85,,<1,<1
201718366,07-03-17,11:44,33850,Compliance,0.25,0.66,,<1,<1
201718367,07-03-17,09:44,36500,Operational,0.35,0.73,,<1,<1
201718368,07-03-17,09:13,36600,Operational,0.42,0.70,,<1,<1
201718369,07-03-17,11:07,39800,Operational,0.56,0.75,,<1,<1
201718370,07-03-17,09:26,3SC26,Operational,0.48,0.68,,<1,<1
201718371,07-03-17,08:32,40200,Operational,0.76,0.76,,<1,<1
201718372,07-03-17,09:35,40450,Compliance,0.59,0.73,,<1,<1
201718373,07-03-17,09:09,40550,Compliance,0.76,0.76,,<1,<1
201718374,07-03-17,12:01,41550,Compliance,0.47,0.81,,<1,<1
201718375,07-03-17,11:23,43050,Compliance,0.31,0.63,,<1,<1
201718376,07-03-17,08:31,43900,Operational,0.53,0.80,,<1,<1
201718377,07-03-17,10:42,45750,Compliance,0.37,0.64,,<1,<1
201718378,07-03-17,08:14,48700,Operational,0.17,0.69,,<1,<1
201718379,07-03-17,10:20,50200,Operational,0.61,0.76,,<1,<1
201718380,07-03-17,09:56,50300,Operational,0.68,0.72,,<1,<1
201718381,07-03-17,08:18,51550,Compliance,0.08,0.69,,<1,<1
201718382,07-03-17,09:23,52550,Compliance,0.37,1.39,,<1,<1
201718383,07-03-17,10:44,56400,Operational,0.67,0.72,,<1,<1
201718384,07-03-17,08:49,58300,Operational,0.55,0.77,,<1,<1
201718385,07-03-17,09:32,76850,Compliance,0.50,0.73,,<1,<1
201718386,07-03-17,09:59,77350,Compliance,0.53,0.71,,<1,<1
201718387,07-03-17,09:03,78450,Compliance,0.17,0.61,,<1,<1
201721531,08-03-17,12:18,1S07,Operational,0.74,0.79,,<1,<1
201721532,08-03-17,08:53,1S03,Operational,0.78,0.76,0.69,<1,<1
201721533,08-03-17,11:17,1S03A,Operational,0.82,0.74,0.69,<1,<1
201721534,08-03-17,10:40,1S03B,Operational,0.77,0.71,0.69,<1,<1
201721535,08-03-17,09:29,1SCL1,Operational,0.77,0.67,0.69,<1,<1
201721536,08-03-17,09:23,1SCH3,Operational,0.84,0.69,0.69,<1,<1
201721537,08-03-17,10:08,10850,Compliance,0.39,0.55,,<1,<1
201721538,08-03-17,09:26,13050,Compliance,0.38,0.74,,<1,<1
201721539,08-03-17,09:57,13350,Compliance,0.67,0.62,,<1,<1
201721540,08-03-17,08:19,17750,Compliance,0.53,0.67,,<1,<1
201721541,08-03-17,09:02,18000,Operational,0.50,0.68,,<1,<1
201721542,08-03-17,12:20,20050,Compliance,0.29,0.59,,<1,<1
201721543,08-03-17,11:15,20900,Operational,0.57,0.63,,<1,<1
201721544,08-03-17,11:50,21150,Compliance,0.48,0.65,,<1,<1
201721545,08-03-17,09:46,21450,Compliance,0.24,0.67,,<1,<1
201721546,08-03-17,11:46,23550,Compliance,0.20,0.76,,<1,<1
201721547,08-03-17,09:36,24300,Operational,0.54,0.66,,<1,<1
201721548,08-03-17,10:16,27000,Operational,0.58,0.73,,<1,<1
201721549,08-03-17,10:15,29350,Compliance,0.30,0.59,,<1,<1
201721550,08-03-17,10:44,29500,Operational,0.67,0.75,,<1,<1
201721551,08-03-17,08:51,29850,Compliance,0.46,0.74,,<1,<1
201721552,08-03-17,08:23,30050,Compliance,0.40,0.64,,<1,<1
201721553,08-03-17,11:28,32150,Compliance,0.71,0.77,,<1,<1
201721554,08-03-17,09:00,32950,Compliance,0.61,0.82,,<1,<1
201721555,08-03-17,10:26,33700,Operational,0.56,0.66,,<1,<1
201721556,08-03-17,11:02,34650,Compliance,0.55,0.69,,<1,<1
201721557,08-03-17,09:51,35200,Operational,0.56,0.69,,<1,<1
201721558,08-03-17,10:43,35350,Compliance,0.43,0.70,,<1,<1
201721559,08-03-17,11:14,38300,Operational,0.72,0.78,,<1,<1
201721560,08-03-17,11:05,3ISL3,Operational,0.37,0.65,,<1,<1
201721561,08-03-17,10:32,3ISL4,Operational,0.10,0.49,,<1,<1
201721562,08-03-17,11:32,3SC26,Operational,0.55,0.64,,<1,<1
201721563,08-03-17,11:45,40150,Compliance,0.13,0.58,,<1,<1
201721564,08-03-17,08:50,40200,Operational,0.76,0.68,,<1,<1
201721565,08-03-17,09:03,42300,Operational,0.69,0.72,,<1,<1
201721566,08-03-17,08:12,43650,Compliance,0.48,0.66,,<1,<1
201721567,08-03-17,08:26,44350,Compliance,0.26,0.55,,<1,<1
201721568,08-03-17,10:08,44950,Compliance,0.60,0.80,,<1,<1
201721569,08-03-17,08:10,45050,Compliance,0.50,0.72,,<1,<1
201721570,08-03-17,10:50,45650,Compliance,0.31,0.70,,<1,<1
201721571,08-03-17,09:23,4ISL5,Operational,0.64,0.64,,<1,<1
201721572,08-03-17,10:57,50200,Operational,0.55,0.75,,<1,<1
201721573,08-03-17,11:25,50300,Operational,0.77,0.74,,<1,<1
201721574,08-03-17,10:00,51350,Compliance,0.50,0.61,,<1,<1
201721575,08-03-17,10:26,52000,Operational,0.76,0.72,,<1,<1
201721576,08-03-17,09:17,52450,Compliance,0.60,0.57,,<1,<1
201721578,08-03-17,08:54,76300,Operational,0.40,0.79,,<1,<1
201721579,08-03-17,09:27,76750,Compliance,0.32,0.76,,<1,<1
201721580,08-03-17,11:44,79050,Compliance,0.09,0.63,,<1,<1
201721656,08-03-17,08:42,58150,Compliance,0.58,0.66,,<1,<1
201724802,09-03-17,11:25,1S07,Operational,0.70,0.65,,<1,<1
201724803,09-03-17,08:22,1S03,Operational,0.72,0.61,0.68,<1,<1
201724804,09-03-17,10:56,1S03A,Operational,0.88,0.65,0.68,<1,<1
201724805,09-03-17,10:13,1S03B,Operational,0.71,0.56,0.68,<1,<1
201724806,09-03-17,08:53,1SCL1,Operational,0.62,0.54,0.68,<1,<1
201724807,09-03-17,08:51,1SCH3,Operational,0.67,0.61,0.68,<1,<1
201724808,09-03-17,11:32,10750,Compliance,0.88,0.67,,<1,<1
201724809,09-03-17,07:41,11250,Compliance,0.84,0.54,,<1,<1
201724810,09-03-17,09:38,17350,Compliance,0.30,0.51,,<1,<1
201724811,09-03-17,07:09,17650,Compliance,0.71,0.47,,<1,<1
201724812,09-03-17,08:54,20750,Compliance,0.59,0.52,,<1,<1
201724813,09-03-17,08:01,20900,Operational,0.51,0.51,,<1,<1
201724814,09-03-17,09:48,21550,Compliance,0.25,0.49,,<1,<1
201724815,09-03-17,07:52,21750,Compliance,0.16,0.45,,<1,<1
201724816,09-03-17,08:33,22250,Compliance,0.77,0.58,,<1,<1
201724817,09-03-17,08:32,22950,Compliance,0.47,0.52,,<1,<1
201724818,09-03-17,11:39,26850,Compliance,0.50,0.57,,<1,<1
201724819,09-03-17,09:29,27000,Operational,0.69,0.56,,<1,<1
201724820,09-03-17,09:55,27750,Compliance,0.56,0.52,,<1,<1
201724821,09-03-17,08:00,30150,Compliance,0.21,0.50,,<1,<1
201724822,09-03-17,07:26,31050,Compliance,0.39,0.53,,<1,<1
201724823,09-03-17,09:47,31650,Compliance,0.22,0.58,,1,1
201724824,09-03-17,08:36,31950,Compliance,0.48,0.55,,<1,<1
201724825,09-03-17,09:08,33550,Compliance,0.32,0.66,,<1,<1
201724826,09-03-17,10:41,37450,Compliance,0.31,0.60,,<1,<1
201724827,09-03-17,11:48,3SC26,Operational,0.50,0.55,,<1,<1
201724828,09-03-17,10:55,40200,Operational,0.83,0.65,,<1,<1
201724829,09-03-17,11:44,43750,Compliance,0.27,0.47,,<1,<1
201724830,09-03-17,12:47,44450,Compliance,0.21,0.44,,<1,<1
201724831,09-03-17,11:42,46150,Compliance,0.34,0.68,,<1,<1
201724832,09-03-17,10:54,47550,Compliance,0.05,0.48,,<1,<1
201724833,09-03-17,13:10,47850,Compliance,0.30,0.49,,<1,<1
201724834,09-03-17,09:12,50300,Operational,0.71,0.60,,<1,<1
201724835,09-03-17,10:32,51450,Compliance,0.70,0.68,,<1,<1
201724836,09-03-17,09:48,57750,Compliance,0.75,0.53,,<1,<1
201724837,09-03-17,08:34,76150,Compliance,0.42,0.50,,<1,<1
201724838,09-03-17,08:58,78150,Compliance,0.41,0.67,,<1,<1
201724961,09-03-17,11:18,47550,Compliance,0.26,0.51,,<1,<1
201727967,10-03-17,10:41,1S07,Operational,0.58,0.69,,<1,<1
201727968,10-03-17,09:24,1S03,Operational,0.80,0.60,0.71,<1,<1
201727969,10-03-17,09:56,1S03A,Operational,0.95,0.68,0.73,<1,<1
201727970,10-03-17,09:26,1S03B,Operational,0.82,0.61,0.71,<1,<1
201727971,10-03-17,09:04,1SCL1,Operational,0.71,0.68,0.73,<1,<1
201727972,10-03-17,09:00,1SCH3,Operational,0.73,0.60,0.73,<1,<1
201727975,10-03-17,11:41,14650,Compliance,0.68,0.57,,<1,<1
201727976,10-03-17,11:09,15150,Compliance,0.65,0.63,,<1,<1
201727977,10-03-17,10:43,17250,Compliance,0.75,0.57,,<1,<1
201727978,10-03-17,11:25,18650,Compliance,0.68,0.64,,<1,<1
201727980,10-03-17,11:11,20850,Compliance,0.45,0.59,,<1,<1
201727981,10-03-17,10:30,20900,Operational,0.59,0.51,,<1,<1
201727982,10-03-17,10:27,22600,Operational,0.44,0.47,,<1,<1
201727983,10-03-17,11:14,22850,Compliance,0.31,0.56,,<1,<1
201727984,10-03-17,10:05,22900,Operational,0.53,0.53,,<1,<1
201727985,10-03-17,12:44,23450,Compliance,0.36,0.59,,<1,<1
201727986,10-03-17,12:02,23950,Compliance,0.28,0.58,,<1,<1
201727987,10-03-17,09:56,24250,Compliance,0.75,0.55,,<1,<1
201727988,10-03-17,09:06,24350,Compliance,0.49,0.74,,<1,<1
201727989,10-03-17,09:19,25400,Operational,0.65,0.54,,<1,<1
201727990,10-03-17,10:50,27000,Operational,0.76,0.60,,<1,<1
201727991,10-03-17,09:27,31750,Compliance,0.04,0.64,,<1,<1
201727992,10-03-17,08:42,31850,Compliance,0.34,0.52,,<1,<1
201727993,10-03-17,12:16,33450,Compliance,0.34,0.54,,<1,<1
201727994,10-03-17,11:37,33950,Compliance,0.27,0.59,,<1,<1
201727995,10-03-17,12:43,34200,Operational,0.54,0.53,,<1,<1
201727996,10-03-17,11:02,38250,Compliance,0.42,0.55,,<1,<1
201727997,10-03-17,10:15,39650,Compliance,0.32,0.54,,<1,<1
201727998,10-03-17,10:06,3SC26,Operational,0.54,0.52,,<1,<1
201727999,10-03-17,12:22,40200,Operational,0.71,0.65,,<1,<1
201728000,10-03-17,12:57,41900,Operational,0.57,0.61,,<1,<1
201728001,10-03-17,09:03,43250,Compliance,0.68,0.59,,<1,<1
201728002,10-03-17,11:55,44350,Compliance,0.20,0.52,,<1,<1
201728003,10-03-17,10:52,45250,Compliance,0.28,0.47,,<1,<1
201728004,10-03-17,10:10,45700,Operational,0.76,0.63,,<1,<1
201728005,10-03-17,12:58,46850,Compliance,0.63,0.54,,<1,<1
201728006,10-03-17,12:01,50200,Operational,0.78,0.68,,<1,<1
201728007,10-03-17,11:44,50250,Compliance,0.95,0.55,,<1,<1
201728008,10-03-17,11:32,50300,Operational,0.98,0.62,,<1,<1
201728009,10-03-17,09:56,51100,Operational,0.97,0.58,,<1,<1
201728010,10-03-17,10:55,52050,Compliance,0.79,0.58,,<1,<1
201728011,10-03-17,09:33,58650,Compliance,0.40,0.56,,<1,<1
201728012,10-03-17,11:54,76550,Compliance,0.15,0.45,,<1,<1
201728013,10-03-17,12:26,77650,Compliance,0.23,0.57,,<1,<1
201728014,10-03-17,09:41,79450,Compliance,0.13,0.48,,<1,<1
201731371,11-03-17,09:57,1S07,Operational,0.78,0.63,,<1,<1
201731372,11-03-17,09:40,1S03,Operational,0.85,0.58,0.69,<1,<1
201731373,11-03-17,11:26,1S03A,Operational,1.01,0.60,0.7,<1,<1
201731374,11-03-17,12:02,1S03B,Operational,0.76,0.56,0.7,<1,<1
201731375,11-03-17,09:15,1SCL1,Operational,0.74,0.59,0.69,<1,<1
201731376,11-03-17,09:07,1SCH3,Operational,0.68,0.60,0.71,<1,<1
201731377,11-03-17,10:56,11050,Compliance,0.61,0.64,,<1,<1
201731378,11-03-17,10:56,12250,Compliance,0.62,0.55,,<1,<1
201731379,11-03-17,09:20,14450,Compliance,0.73,0.55,,<1,<1
201731380,11-03-17,08:44,14850,Compliance,0.56,0.47,,<1,<1
201731381,11-03-17,11:40,16950,Compliance,0.72,0.55,,<1,<1
201731382,11-03-17,10:21,18900,Operational,0.76,0.56,,<1,<1
201731383,11-03-17,09:19,20900,Operational,0.62,0.57,,<1,<1
201731384,11-03-17,09:57,21250,Compliance,0.38,0.58,,<1,<1
201731385,11-03-17,10:26,21400,Operational,0.73,0.63,,<1,<1
201731386,11-03-17,11:36,21650,Compliance,0.54,0.55,,<1,<1
201731387,11-03-17,10:19,23150,Compliance,0.78,0.56,,<1,<1
201731388,11-03-17,11:06,23200,Operational,0.64,0.47,,<1,<1
201731389,11-03-17,10:48,23250,Compliance,0.67,0.60,,<1,<1
201731390,11-03-17,09:42,23750,Compliance,0.67,0.56,,<1,<1
201731391,11-03-17,09:21,24050,Compliance,0.34,0.58,,<1,<1
201731392,11-03-17,08:44,26850,Compliance,0.56,0.51,,<1,<1
201731393,11-03-17,08:30,27000,Operational,0.80,0.58,,<1,<1
201731394,11-03-17,08:10,30850,Compliance,0.50,0.56,,<1,<1
201731395,11-03-17,08:26,32850,Compliance,0.41,0.58,,200.5,<1
201731396,11-03-17,11:18,33250,Compliance,0.23,0.47,,<1,<1
201731397,11-03-17,09:07,33600,Operational,0.14,0.63,,<1,<1
201731398,11-03-17,10:47,34950,Compliance,0.53,0.50,,<1,<1
201731399,11-03-17,09:44,35650,Compliance,0.41,0.75,,200.5,<1
201731400,11-03-17,11:52,35800,Operational,0.36,0.52,,<1,<1
201731401,11-03-17,10:20,3SC26,Operational,0.56,0.50,,<1,<1
201731402,11-03-17,11:45,40200,Operational,0.93,0.64,,<1,<1
201731403,11-03-17,11:00,41250,Compliance,0.70,0.55,,<1,<1
201731404,11-03-17,12:15,41750,Compliance,0.55,0.65,,<1,<1
201731405,11-03-17,07:55,42850,Compliance,0.73,0.61,,<1,<1
201731406,11-03-17,10:55,44550,Compliance,0.43,0.59,,<1,<1
201731407,11-03-17,08:24,44700,Operational,0.69,0.64,,<1,<1
201731408,11-03-17,10:22,45000,Operational,0.67,0.57,,<1,<1
201731409,11-03-17,09:56,47750,Compliance,0.61,0.61,,<1,<1
201731410,11-03-17,11:34,50200,Operational,0.62,0.48,,<1,<1
201731411,11-03-17,12:02,50300,Operational,0.93,0.57,,<1,<1
201731412,11-03-17,09:21,51250,Compliance,0.51,0.53,,<1,<1
201731413,11-03-17,10:53,51950,Compliance,0.88,0.55,,<1,<1
201731414,11-03-17,10:29,53500,Operational,0.89,0.62,,<1,<1
201731415,11-03-17,10:02,59300,Operational,1.08,0.57,,<1,<1
201731416,11-03-17,08:57,76950,Compliance,0.09,0.48,,<1,<1
201731417,11-03-17,09:27,77150,Compliance,0.23,0.48,,<1,<1
201734364,12-03-17,10:40,1S07,Operational,0.66,0.69,,<1,<1
201734365,12-03-17,09:16,1S03,Operational,0.71,0.62,0.7,<1,<1
201734366,12-03-17,11:12,1S03A,Operational,0.99,0.65,0.7,<1,<1
201734367,12-03-17,10:43,1S03B,Operational,0.63,0.65,0.67,<1,<1
201734368,12-03-17,09:45,1SCL1,Operational,0.81,0.67,0.69,<1,<1
201734369,12-03-17,09:34,1SCH3,Operational,0.65,0.69,0.69,<1,<1
201734370,12-03-17,10:10,10250,Compliance,0.67,0.70,,<1,<1
201734371,12-03-17,07:31,10550,Compliance,0.40,0.53,,<1,<1
201734372,12-03-17,08:28,13550,Compliance,0.53,0.69,,<1,<1
201734373,12-03-17,11:37,17050,Compliance,0.65,0.61,,<1,<1
201734374,12-03-17,08:03,18450,Compliance,0.73,0.69,,<1,<1
201734375,12-03-17,08:48,20900,Operational,0.41,0.59,,<1,<1
201734376,12-03-17,10:03,21050,Compliance,0.56,0.76,,<1,<1
201734377,12-03-17,10:45,21350,Compliance,0.32,0.64,,<1,<1
201734378,12-03-17,09:16,21950,Compliance,0.52,0.62,,<1,<1
201734379,12-03-17,11:20,24650,Compliance,0.32,0.66,,<1,<1
201734380,12-03-17,09:42,24950,Compliance,0.55,0.67,,<1,<1
201734381,12-03-17,10:48,25950,Compliance,0.77,0.65,,<1,<1
201734382,12-03-17,08:00,26950,Compliance,0.51,0.61,,<1,<1
201734383,12-03-17,08:19,27000,Operational,0.40,0.77,,<1,<1
201734384,12-03-17,08:01,30350,Compliance,0.35,0.55,,<1,<1
201734385,12-03-17,11:03,34050,Compliance,0.67,0.77,,<1,<1
201734386,12-03-17,09:41,34150,Compliance,0.65,0.66,,<1,<1
201734387,12-03-17,09:12,35050,Compliance,0.57,0.64,,<1,<1
201734388,12-03-17,08:42,38650,Compliance,0.51,0.61,,<1,<1
201734389,12-03-17,11:25,3SC26,Operational,0.64,0.66,,<1,<1
201734390,12-03-17,11:30,40200,Operational,0.91,0.75,,<1,<1
201734391,12-03-17,12:08,40850,Compliance,0.74,0.78,,<1,<1
201734392,12-03-17,12:34,40950,Compliance,0.90,0.74,,<1,<1
201734393,12-03-17,07:33,42350,Compliance,0.69,0.62,,<1,<1
201734394,12-03-17,08:35,42950,Compliance,0.80,0.62,,<1,<1
201734395,12-03-17,10:50,43950,Compliance,0.52,0.59,,<1,<1
201734396,12-03-17,09:25,50300,Operational,1.04,0.73,,<1,<1
201734397,12-03-17,08:39,51050,Compliance,0.58,0.57,,<1,<1
201734398,12-03-17,08:11,58350,Compliance,0.60,0.63,,<1,<1
201734399,12-03-17,09:04,59350,Compliance,0.83,0.60,,<1,<1
201734400,12-03-17,09:51,77050,Compliance,0.62,0.66,,<1,<1
201734401,12-03-17,09:22,77650,Compliance,0.70,0.61,,<1,<1
201700386,01-04-17,11:21,1S07,Operational,0.84,0.74,0.73,<1,<1
201700387,01-04-17,10:35,1S03,Operational,0.97,0.71,0.73,<1,<1
201700388,01-04-17,09:49,1S03A,Operational,0.80,0.77,0.73,<1,<1
201700389,01-04-17,10:44,1S03B,Operational,0.75,0.73,0.74,<1,<1
201700390,01-04-17,09:32,1SCL1,Operational,0.97,0.13,0.7,<1,<1
201700391,01-04-17,09:13,1SCH3,Operational,0.82,0.11,0.74,<1,<1
201700392,01-04-17,09:22,10750,Compliance,0.87,0.57,0.74,<1,<1
201700393,01-04-17,11:01,21550,Compliance,0.69,0.55,0.72,<1,<1
201700394,01-04-17,09:56,22250,Compliance,0.75,0.67,0.72,<1,<1
201700395,01-04-17,09:51,22950,Compliance,0.69,0.61,0.73,<1,<1
201700396,01-04-17,11:00,26850,Compliance,0.68,0.62,0.73,<1,<1
201700397,01-04-17,09:30,30150,Compliance,0.57,0.26,0.74,<1,<1
201700398,01-04-17,08:43,31050,Compliance,0.52,0.48,0.73,<1,<1
201700399,01-04-17,10:13,31650,Compliance,0.39,0.63,0.74,<1,<1
201700400,01-04-17,10:31,31950,Compliance,0.61,0.57,0.74,<1,<1
201700401,01-04-17,10:56,33550,Compliance,0.39,0.53,0.74,<1,<1
201700402,01-04-17,11:19,35750,Compliance,0.54,0.57,0.73,<1,<1
201700403,01-04-17,09:26,37450,Compliance,0.45,0.86,0.72,<1,<1
201700404,01-04-17,08:31,3SC26,Operational,0.72,0.18,0.75,<1,<1
201700405,01-04-17,09:25,44450,Compliance,0.55,0.68,0.73,<1,<1
201700406,01-04-17,09:42,46150,Compliance,0.65,0.62,0.74,<1,<1
201700407,01-04-17,08:55,47550,Compliance,0.46,0.64,0.72,<1,<1
201700408,01-04-17,09:05,51450,Compliance,0.84,0.67,0.73,<1,<1
201700409,01-04-17,09:48,57750,Compliance,0.72,0.59,0.73,<1,<1
201700410,01-04-17,08:25,76150,Compliance,0.79,0.71,0.73,<1,<1
201700411,01-04-17,10:43,78150,Compliance,0.67,0.68,0.73,<1,<1
201700412,01-04-17,09:39,11250,Compliance,0.83,0.66,,<1,<1
201700413,01-04-17,11:40,17350,Compliance,0.48,0.11,,<1,<1
201700414,01-04-17,09:07,17650,Compliance,0.72,0.85,,<1,<1
201700416,01-04-17,09:26,20750,Compliance,0.76,0.79,,<1,<1
201700417,01-04-17,08:34,20900,Operational,0.73,0.69,,<1,<1
201700418,01-04-17,09:15,21750,Compliance,0.76,0.63,,<1,<1
201700419,01-04-17,08:56,27000,Operational,0.79,0.71,,<1,<1
201700420,01-04-17,08:31,27750,Compliance,0.75,0.79,,<1,<1
201700421,01-04-17,08:28,40200,Operational,0.96,0.77,,<1,<1
201700422,01-04-17,11:12,43750,Compliance,0.72,0.81,,<1,<1
201700423,01-04-17,10:23,47850,Compliance,0.58,0.66,,<1,<1
201700424,01-04-17,10:30,50200,Operational,0.84,0.71,,<1,<1
201700425,01-04-17,10:47,50300,Operational,0.84,0.68,,<1,<1
201703451,02-04-17,10:03,1S07,Operational,0.72,0.66,,<1,<1
201703452,02-04-17,11:54,1S03,Operational,0.80,0.65,0.67,<1,<1
201703453,02-04-17,09:09,1S03A,Operational,0.97,0.68,0.7,<1,<1
201703454,02-04-17,09:54,1S03B,Operational,0.71,0.91,0.7,<1,<1
201703455,02-04-17,11:29,1SCL1,Operational,0.82,0.10,0.66,<1,<1
